ImagePath,Class,Confidence
detected_frames\frame_285421377667700.jpg,car,0.92
detected_frames\frame_285421399471200.jpg,car,0.69
detected_frames\frame_285421420087300.jpg,car,0.38
detected_frames\frame_285421527918700.jpg,car,0.92
detected_frames\frame_285421551709200.jpg,car,0.90
detected_frames\frame_285421569905100.jpg,car,0.89
detected_frames\frame_285421590469000.jpg,car,0.40
detected_frames\frame_285421606228700.jpg,car,0.33
detected_frames\frame_285421706737400.jpg,car,0.92
detected_frames\frame_285421729052600.jpg,car,0.91
detected_frames\frame_285421749215100.jpg,car,0.72
detected_frames\frame_285421763894700.jpg,car,0.53
detected_frames\frame_285421784892500.jpg,car,0.31
detected_frames\frame_285421886233900.jpg,car,0.94
detected_frames\frame_285421907630000.jpg,car,0.93
detected_frames\frame_285421924435700.jpg,car,0.82
detected_frames\frame_285421947281500.jpg,car,0.43
detected_frames\frame_285421969724100.jpg,car,0.35
detected_frames\frame_285422072820400.jpg,car,0.95
detected_frames\frame_285422089283900.jpg,car,0.92
detected_frames\frame_285422110825500.jpg,car,0.79
detected_frames\frame_285422125957100.jpg,car,0.66
detected_frames\frame_285422141570000.jpg,car,0.60
detected_frames\frame_285422235620700.jpg,car,0.92
detected_frames\frame_285422252980900.jpg,car,0.90
detected_frames\frame_285422275172200.jpg,car,0.81
detected_frames\frame_285422290555400.jpg,car,0.65
detected_frames\frame_285422305253600.jpg,car,0.64
detected_frames\frame_285422397008300.jpg,car,0.92
detected_frames\frame_285422415420400.jpg,car,0.91
detected_frames\frame_285422428757500.jpg,car,0.77
detected_frames\frame_285422442524500.jpg,car,0.74
detected_frames\frame_285422458756100.jpg,car,0.69
detected_frames\frame_285422553898200.jpg,car,0.93
detected_frames\frame_285422575567500.jpg,car,0.84
detected_frames\frame_285422596944600.jpg,car,0.76
detected_frames\frame_285422617360700.jpg,car,0.75
detected_frames\frame_285422702354800.jpg,car,0.91
detected_frames\frame_285422723028400.jpg,car,0.81
detected_frames\frame_285422743414300.jpg,car,0.78
detected_frames\frame_285422764337000.jpg,car,0.75
detected_frames\frame_285422845415000.jpg,car,0.94
detected_frames\frame_285422865641200.jpg,car,0.93
detected_frames\frame_285422884546600.jpg,car,0.88
detected_frames\frame_285422899736000.jpg,car,0.72
detected_frames\frame_285422920646200.jpg,car,0.43
detected_frames\frame_285423021683800.jpg,car,0.93
detected_frames\frame_285423042291700.jpg,car,0.93
detected_frames\frame_285423056575900.jpg,car,0.92
detected_frames\frame_285423069357000.jpg,car,0.65
detected_frames\frame_285423083395300.jpg,car,0.43
detected_frames\frame_285423175177100.jpg,car,0.95
detected_frames\frame_285423196659800.jpg,car,0.91
detected_frames\frame_285423210173000.jpg,car,0.87
detected_frames\frame_285423223663900.jpg,car,0.79
detected_frames\frame_285423237677600.jpg,car,0.49
detected_frames\frame_285423331147900.jpg,car,0.93
detected_frames\frame_285423348560400.jpg,car,0.92
detected_frames\frame_285423361847700.jpg,car,0.90
detected_frames\frame_285423375973000.jpg,car,0.86
detected_frames\frame_285423390767300.jpg,car,0.27
detected_frames\frame_285423487365000.jpg,car,0.92
detected_frames\frame_285423502417100.jpg,car,0.92
detected_frames\frame_285423516855500.jpg,car,0.90
detected_frames\frame_285423532708100.jpg,car,0.87
detected_frames\frame_285423630896300.jpg,car,0.93
detected_frames\frame_285423645941800.jpg,car,0.93
detected_frames\frame_285423661145400.jpg,car,0.93
detected_frames\frame_285423676497600.jpg,car,0.86
detected_frames\frame_285423770676600.jpg,car,0.94
detected_frames\frame_285423791394300.jpg,car,0.93
detected_frames\frame_285423804751300.jpg,car,0.90
detected_frames\frame_285423819630000.jpg,car,0.71
detected_frames\frame_285423833040400.jpg,car,0.29
detected_frames\frame_285423918779200.jpg,car,0.91
detected_frames\frame_285423939279400.jpg,car,0.90
detected_frames\frame_285423959293300.jpg,car,0.89
detected_frames\frame_285423979618400.jpg,car,0.87
detected_frames\frame_285423996498500.jpg,car,0.35
detected_frames\frame_285424085339800.jpg,car,0.93
detected_frames\frame_285424106166400.jpg,car,0.91
detected_frames\frame_285424126491900.jpg,car,0.91
detected_frames\frame_285424141241200.jpg,car,0.84
detected_frames\frame_285424160013900.jpg,car,0.48
detected_frames\frame_285424257336300.jpg,car,0.92
detected_frames\frame_285424277646100.jpg,car,0.91
detected_frames\frame_285424291572100.jpg,car,0.90
detected_frames\frame_285424305720400.jpg,car,0.82
detected_frames\frame_285424320480500.jpg,car,0.65
detected_frames\frame_285424335011700.jpg,car,0.35
detected_frames\frame_285424423852500.jpg,car,0.92
detected_frames\frame_285424443892100.jpg,car,0.91
detected_frames\frame_285424458161200.jpg,car,0.89
detected_frames\frame_285424471788700.jpg,car,0.89
detected_frames\frame_285424485922300.jpg,car,0.65
detected_frames\frame_285424500002000.jpg,car,0.32
detected_frames\frame_285424595649200.jpg,car,0.93
detected_frames\frame_285424613615600.jpg,car,0.92
detected_frames\frame_285424631916600.jpg,car,0.90
detected_frames\frame_285424649557800.jpg,car,0.89
detected_frames\frame_285424664128900.jpg,car,0.69
detected_frames\frame_285424684626100.jpg,car,0.37
detected_frames\frame_285424779180100.jpg,car,0.94
detected_frames\frame_285424793582800.jpg,car,0.94
detected_frames\frame_285424814348300.jpg,car,0.91
detected_frames\frame_285424828259500.jpg,car,0.86
detected_frames\frame_285424841468900.jpg,car,0.72
detected_frames\frame_285424855512400.jpg,car,0.36
detected_frames\frame_285424940295400.jpg,car,0.96
detected_frames\frame_285424955152000.jpg,car,0.96
detected_frames\frame_285424974188100.jpg,car,0.94
detected_frames\frame_285424990833200.jpg,car,0.84
detected_frames\frame_285425011906900.jpg,car,0.80
detected_frames\frame_285425026641200.jpg,car,0.51
detected_frames\frame_285425121028800.jpg,car,0.92
detected_frames\frame_285425142314800.jpg,car,0.90
detected_frames\frame_285425157802500.jpg,car,0.88
detected_frames\frame_285425180142500.jpg,car,0.85
detected_frames\frame_285425200463100.jpg,car,0.80
detected_frames\frame_285425220794400.jpg,car,0.50
detected_frames\frame_285425241535700.jpg,car,0.28
detected_frames\frame_285425329410900.jpg,car,0.95
detected_frames\frame_285425344239200.jpg,car,0.94
detected_frames\frame_285425358447400.jpg,car,0.92
detected_frames\frame_285425372985500.jpg,car,0.81
detected_frames\frame_285425393219900.jpg,car,0.76
detected_frames\frame_285425413570600.jpg,car,0.46
detected_frames\frame_285425503748300.jpg,car,0.94
detected_frames\frame_285425519186400.jpg,car,0.92
detected_frames\frame_285425538858900.jpg,car,0.91
detected_frames\frame_285425558317200.jpg,car,0.88
detected_frames\frame_285425577694700.jpg,car,0.76
detected_frames\frame_285425592796400.jpg,car,0.56
detected_frames\frame_285425689128400.jpg,car,0.94
detected_frames\frame_285425709510200.jpg,car,0.92
detected_frames\frame_285425729743000.jpg,car,0.91
detected_frames\frame_285425749505700.jpg,car,0.89
detected_frames\frame_285425763749000.jpg,car,0.88
detected_frames\frame_285425782034500.jpg,car,0.70
detected_frames\frame_285425876820100.jpg,car,0.95
detected_frames\frame_285425891720800.jpg,car,0.93
detected_frames\frame_285425910758000.jpg,car,0.92
detected_frames\frame_285425924657000.jpg,car,0.91
detected_frames\frame_285425938292700.jpg,car,0.88
detected_frames\frame_285425952668800.jpg,car,0.76
detected_frames\frame_285425965364300.jpg,car,0.46
detected_frames\frame_285426058147300.jpg,car,0.94
detected_frames\frame_285426078697100.jpg,car,0.93
detected_frames\frame_285426094285300.jpg,car,0.93
detected_frames\frame_285426109888000.jpg,car,0.92
detected_frames\frame_285426127429500.jpg,car,0.92
detected_frames\frame_285426143403600.jpg,car,0.72
detected_frames\frame_285426163903400.jpg,car,0.54
detected_frames\frame_285426257403700.jpg,car,0.95
detected_frames\frame_285426276835000.jpg,car,0.94
detected_frames\frame_285426297996500.jpg,car,0.94
detected_frames\frame_285426317224600.jpg,car,0.89
detected_frames\frame_285426331430400.jpg,car,0.70
detected_frames\frame_285426345818800.jpg,car,0.60
detected_frames\frame_285426439278700.jpg,car,0.94
detected_frames\frame_285426460083300.jpg,car,0.93
detected_frames\frame_285426475567300.jpg,car,0.92
detected_frames\frame_285426490658100.jpg,car,0.85
detected_frames\frame_285426510987700.jpg,car,0.59
detected_frames\frame_285426531716800.jpg,car,0.51
detected_frames\frame_285426619236800.jpg,car,0.96
detected_frames\frame_285426637212500.jpg,car,0.88
detected_frames\frame_285426651212100.jpg,car,0.82
detected_frames\frame_285426664692100.jpg,car,0.70
detected_frames\frame_285426678324000.jpg,car,0.58
detected_frames\frame_285426768518000.jpg,car,0.94
detected_frames\frame_285426788776100.jpg,car,0.92
detected_frames\frame_285426808785700.jpg,car,0.80
detected_frames\frame_285426822066300.jpg,car,0.74
detected_frames\frame_285426835656800.jpg,car,0.62
detected_frames\frame_285426914517700.jpg,car,0.92
detected_frames\frame_285426928738100.jpg,car,0.90
detected_frames\frame_285426942167900.jpg,car,0.89
detected_frames\frame_285426954549800.jpg,car,0.85
detected_frames\frame_285426966946400.jpg,car,0.68
detected_frames\frame_285427062918400.jpg,car,0.92
detected_frames\frame_285427077731000.jpg,car,0.89
detected_frames\frame_285427090393100.jpg,car,0.85
detected_frames\frame_285427109179600.jpg,car,0.70
detected_frames\frame_285427200567700.jpg,car,0.92
detected_frames\frame_285427218068600.jpg,car,0.89
detected_frames\frame_285427238048600.jpg,car,0.87
detected_frames\frame_285427250377100.jpg,car,0.81
detected_frames\frame_285427344912200.jpg,car,0.95
detected_frames\frame_285427358688900.jpg,car,0.95
detected_frames\frame_285427371067100.jpg,car,0.93
detected_frames\frame_285427384764100.jpg,car,0.73
detected_frames\frame_285427477991700.jpg,car,0.94
detected_frames\frame_285427492882500.jpg,car,0.93
detected_frames\frame_285427506679900.jpg,car,0.93
detected_frames\frame_285427524030000.jpg,car,0.69
detected_frames\frame_285427619610500.jpg,car,0.94
detected_frames\frame_285427639915000.jpg,car,0.92
detected_frames\frame_285427657126200.jpg,car,0.90
detected_frames\frame_285427670666900.jpg,car,0.65
detected_frames\frame_285427765617600.jpg,car,0.95
detected_frames\frame_285427783178100.jpg,car,0.93
detected_frames\frame_285427795632000.jpg,car,0.91
detected_frames\frame_285427809814100.jpg,car,0.77
detected_frames\frame_285427906263400.jpg,car,0.88
detected_frames\frame_285427920351300.jpg,car,0.87
detected_frames\frame_285427933202800.jpg,car,0.83
detected_frames\frame_285428016430800.jpg,car,0.90
detected_frames\frame_285428036338600.jpg,car,0.89
detected_frames\frame_285428055358200.jpg,car,0.89
detected_frames\frame_285428138185600.jpg,car,0.91
detected_frames\frame_285428151734300.jpg,car,0.88
detected_frames\frame_285428170914300.jpg,car,0.87
detected_frames\frame_285428266197000.jpg,car,0.94
detected_frames\frame_285428282372900.jpg,car,0.90
detected_frames\frame_285428301111900.jpg,car,0.76
detected_frames\frame_285428395795500.jpg,car,0.90
detected_frames\frame_285428414302700.jpg,car,0.89
detected_frames\frame_285428425805000.jpg,car,0.89
detected_frames\frame_285428509227000.jpg,car,0.95
detected_frames\frame_285428535519400.jpg,car,0.95
detected_frames\frame_285428554488900.jpg,car,0.93
detected_frames\frame_285428647639700.jpg,car,0.94
detected_frames\frame_285428660780700.jpg,car,0.91
detected_frames\frame_285428674154500.jpg,car,0.85
detected_frames\frame_285428761156000.jpg,car,0.93
detected_frames\frame_285428780653600.jpg,car,0.93
detected_frames\frame_285428796729500.jpg,car,0.93
detected_frames\frame_285428881569500.jpg,car,0.92
detected_frames\frame_285428901012100.jpg,car,0.91
detected_frames\frame_285428919972500.jpg,car,0.91
detected_frames\frame_285429020650600.jpg,car,0.94
detected_frames\frame_285429037404200.jpg,car,0.94
detected_frames\frame_285429054300500.jpg,car,0.93
detected_frames\frame_285429144179000.jpg,car,0.96
detected_frames\frame_285429163773600.jpg,car,0.92
detected_frames\frame_285429183233900.jpg,car,0.88
detected_frames\frame_285429278546300.jpg,car,0.97
detected_frames\frame_285429297771800.jpg,car,0.95
detected_frames\frame_285429316603400.jpg,car,0.88
detected_frames\frame_285429400456900.jpg,car,0.95
detected_frames\frame_285429414687000.jpg,car,0.90
detected_frames\frame_285429433924100.jpg,car,0.89
detected_frames\frame_285429524105300.jpg,car,0.97
detected_frames\frame_285429538463600.jpg,car,0.93
detected_frames\frame_285429557848700.jpg,car,0.90
detected_frames\frame_285429652240600.jpg,car,0.94
detected_frames\frame_285429672421400.jpg,car,0.92
detected_frames\frame_285429771087600.jpg,car,0.94
detected_frames\frame_285429788099500.jpg,car,0.88
detected_frames\frame_285429878522400.jpg,car,0.94
detected_frames\frame_285429899071800.jpg,car,0.91
detected_frames\frame_285430001662200.jpg,car,0.96
detected_frames\frame_285430016529500.jpg,car,0.95
detected_frames\frame_285430116934800.jpg,car,0.95
detected_frames\frame_285430136936300.jpg,car,0.91
detected_frames\frame_285430249058400.jpg,car,0.95
detected_frames\frame_285430269123000.jpg,car,0.94
detected_frames\frame_285430286517900.jpg,car,0.51
detected_frames\frame_285430376177300.jpg,car,0.96
detected_frames\frame_285430396691600.jpg,car,0.95
detected_frames\frame_285430413906000.jpg,car,0.63
detected_frames\frame_285430501422400.jpg,car,0.97
detected_frames\frame_285430517139200.jpg,car,0.93
detected_frames\frame_285430537252500.jpg,car,0.84
detected_frames\frame_285430624281200.jpg,car,0.93
detected_frames\frame_285430644092100.jpg,car,0.92
detected_frames\frame_285430657130400.jpg,car,0.91
detected_frames\frame_285430749082800.jpg,car,0.90
detected_frames\frame_285430764263400.jpg,car,0.89
detected_frames\frame_285430846972400.jpg,car,0.94
detected_frames\frame_285430861721000.jpg,car,0.92
detected_frames\frame_285430942971900.jpg,car,0.94
detected_frames\frame_285430957285800.jpg,car,0.91
detected_frames\frame_285431043524700.jpg,car,0.98
detected_frames\frame_285431064522200.jpg,car,0.90
detected_frames\frame_285431160949900.jpg,car,0.92
detected_frames\frame_285431175628100.jpg,car,0.91
detected_frames\frame_285431264706700.jpg,car,0.96
detected_frames\frame_285431285174000.jpg,car,0.92
detected_frames\frame_285431381508700.jpg,car,0.96
detected_frames\frame_285431396118600.jpg,car,0.92
detected_frames\frame_285431485056900.jpg,car,0.95
detected_frames\frame_285431505301300.jpg,car,0.90
detected_frames\frame_285431612657300.jpg,car,0.92
detected_frames\frame_285431626840700.jpg,car,0.91
detected_frames\frame_285431717956700.jpg,car,0.94
detected_frames\frame_285431810408300.jpg,car,0.94
detected_frames\frame_285431910717300.jpg,car,0.93
detected_frames\frame_285432005198900.jpg,car,0.96
detected_frames\frame_285432097762300.jpg,car,0.95
detected_frames\frame_285432183338600.jpg,car,0.95
detected_frames\frame_285432293220000.jpg,car,0.96
detected_frames\frame_285432378125200.jpg,car,0.95
detected_frames\frame_285432477274500.jpg,car,0.91
detected_frames\frame_285432497411700.jpg,car,0.26
detected_frames\frame_285432598112200.jpg,car,0.92
detected_frames\frame_285432612525400.jpg,car,0.26
detected_frames\frame_285432700879700.jpg,car,0.39
detected_frames\frame_285432781820500.jpg,car,0.46
detected_frames\frame_285432888768200.jpg,car,0.42
detected_frames\frame_285432970779600.jpg,car,0.46
detected_frames\frame_285433063127800.jpg,car,0.64
detected_frames\frame_285433150386500.jpg,car,0.70
detected_frames\frame_285433250199900.jpg,car,0.72
detected_frames\frame_285433347874500.jpg,car,0.68
detected_frames\frame_285433435982600.jpg,car,0.78
detected_frames\frame_285433531795400.jpg,car,0.77
detected_frames\frame_285433638730000.jpg,car,0.76
detected_frames\frame_285433727936900.jpg,car,0.82
detected_frames\frame_285433816114700.jpg,car,0.89
detected_frames\frame_285433914317400.jpg,car,0.86
detected_frames\frame_285434013832900.jpg,car,0.91
detected_frames\frame_285434098963200.jpg,car,0.88
detected_frames\frame_285434194745200.jpg,car,0.91
detected_frames\frame_285434291986500.jpg,car,0.90
detected_frames\frame_285434324750400.jpg,car,0.29
detected_frames\frame_285434414757700.jpg,car,0.91
detected_frames\frame_285434523503800.jpg,car,0.82
detected_frames\frame_285434608624200.jpg,car,0.92
detected_frames\frame_285434716816600.jpg,car,0.92
detected_frames\frame_285434810658400.jpg,car,0.94
detected_frames\frame_285434825229500.jpg,car,0.34
detected_frames\frame_285434916529000.jpg,car,0.92
detected_frames\frame_285434949700600.jpg,car,0.47
detected_frames\frame_285435035897000.jpg,car,0.93
detected_frames\frame_285435056208400.jpg,car,0.51
detected_frames\frame_285435151541300.jpg,car,0.92
detected_frames\frame_285435184562300.jpg,car,0.42
detected_frames\frame_285435276429400.jpg,car,0.90
detected_frames\frame_285435297972100.jpg,car,0.35
detected_frames\frame_285435319367700.jpg,car,0.35
detected_frames\frame_285435430266200.jpg,car,0.93
detected_frames\frame_285435452393300.jpg,car,0.68
detected_frames\frame_285435466613000.jpg,car,0.33
detected_frames\frame_285435561058000.jpg,car,0.84
detected_frames\frame_285435582325000.jpg,car,0.78
detected_frames\frame_285435596593900.jpg,car,0.32
detected_frames\frame_285435678726900.jpg,car,0.93
detected_frames\frame_285435694162500.jpg,car,0.67
detected_frames\frame_285435709060500.jpg,car,0.41
detected_frames\frame_285435803781500.jpg,car,0.90
detected_frames\frame_285435824766800.jpg,car,0.87
detected_frames\frame_285435846046000.jpg,car,0.47
detected_frames\frame_285435943584700.jpg,car,0.94
detected_frames\frame_285435957945700.jpg,car,0.81
detected_frames\frame_285435978292200.jpg,car,0.59
detected_frames\frame_285436074557200.jpg,car,0.93
detected_frames\frame_285436101366500.jpg,car,0.85
detected_frames\frame_285436121762700.jpg,car,0.61
detected_frames\frame_285436217803300.jpg,car,0.95
detected_frames\frame_285436238249800.jpg,car,0.85
detected_frames\frame_285436258676700.jpg,car,0.70
detected_frames\frame_285436338921000.jpg,car,0.94
detected_frames\frame_285436353366000.jpg,car,0.85
detected_frames\frame_285436368301300.jpg,car,0.82
detected_frames\frame_285436462923400.jpg,car,0.87
detected_frames\frame_285436482286000.jpg,car,0.86
detected_frames\frame_285436564356200.jpg,car,0.89
detected_frames\frame_285436584898700.jpg,car,0.85
detected_frames\frame_285436618058500.jpg,car,0.41
detected_frames\frame_285436708308700.jpg,car,0.92
detected_frames\frame_285436723202400.jpg,car,0.72
detected_frames\frame_285436743620000.jpg,car,0.41
detected_frames\frame_285436839218500.jpg,car,0.89
detected_frames\frame_285436858989000.jpg,car,0.78
detected_frames\frame_285436878716100.jpg,car,0.42
detected_frames\frame_285436968135100.jpg,car,0.90
detected_frames\frame_285436994501500.jpg,car,0.88
detected_frames\frame_285437013814400.jpg,car,0.32
detected_frames\frame_285437100992300.jpg,car,0.94
detected_frames\frame_285437115494900.jpg,car,0.88
detected_frames\frame_285437129963100.jpg,car,0.44
detected_frames\frame_285437226929100.jpg,car,0.96
detected_frames\frame_285437247642200.jpg,car,0.88
detected_frames\frame_285437261858800.jpg,car,0.61
detected_frames\frame_285437354136500.jpg,car,0.91
detected_frames\frame_285437367882700.jpg,car,0.89
detected_frames\frame_285437380788900.jpg,car,0.74
detected_frames\frame_285437480864500.jpg,car,0.91
detected_frames\frame_285437513946800.jpg,car,0.88
detected_frames\frame_285437534649100.jpg,car,0.65
detected_frames\frame_285437619111100.jpg,car,0.93
detected_frames\frame_285437633132300.jpg,car,0.90
detected_frames\frame_285437648453200.jpg,car,0.67
detected_frames\frame_285437738775300.jpg,car,0.90
detected_frames\frame_285437753214000.jpg,car,0.87
detected_frames\frame_285437772197500.jpg,car,0.71
detected_frames\frame_285437863904900.jpg,car,0.92
detected_frames\frame_285437884497800.jpg,car,0.89
detected_frames\frame_285437904741400.jpg,car,0.70
detected_frames\frame_285437991519100.jpg,car,0.92
detected_frames\frame_285438023480400.jpg,car,0.90
detected_frames\frame_285438043239400.jpg,car,0.68
detected_frames\frame_285438137369600.jpg,car,0.95
detected_frames\frame_285438158083400.jpg,car,0.92
detected_frames\frame_285438178686800.jpg,car,0.75
detected_frames\frame_285438269596500.jpg,car,0.93
detected_frames\frame_285438287151000.jpg,car,0.89
detected_frames\frame_285438300137800.jpg,car,0.88
detected_frames\frame_285438392949800.jpg,car,0.94
detected_frames\frame_285438408228900.jpg,car,0.91
detected_frames\frame_285438424319100.jpg,car,0.89
detected_frames\frame_285438519050700.jpg,car,0.94
detected_frames\frame_285438540129800.jpg,car,0.94
detected_frames\frame_285438555664900.jpg,car,0.86
detected_frames\frame_285438639416500.jpg,car,0.94
detected_frames\frame_285438654341300.jpg,car,0.93
detected_frames\frame_285438668771300.jpg,car,0.93
detected_frames\frame_285438756446000.jpg,car,0.94
detected_frames\frame_285438777007400.jpg,car,0.94
detected_frames\frame_285438797258400.jpg,car,0.93
detected_frames\frame_285438892893400.jpg,car,0.95
detected_frames\frame_285438906739400.jpg,car,0.94
detected_frames\frame_285438920236200.jpg,car,0.92
detected_frames\frame_285439003378100.jpg,car,0.95
detected_frames\frame_285439018475700.jpg,car,0.93
detected_frames\frame_285439033507600.jpg,car,0.90
detected_frames\frame_285439116883200.jpg,car,0.93
detected_frames\frame_285439130721400.jpg,car,0.93
detected_frames\frame_285439148758000.jpg,car,0.85
detected_frames\frame_285439242740100.jpg,car,0.95
detected_frames\frame_285439257660200.jpg,car,0.94
detected_frames\frame_285439271119500.jpg,car,0.92
detected_frames\frame_285439351265600.jpg,car,0.89
detected_frames\frame_285439366013300.jpg,car,0.88
detected_frames\frame_285439381074600.jpg,car,0.87
detected_frames\frame_285439480632000.jpg,car,0.95
detected_frames\frame_285439505916600.jpg,car,0.94
detected_frames\frame_285439519853000.jpg,car,0.85
detected_frames\frame_285439608022400.jpg,car,0.96
detected_frames\frame_285439628600300.jpg,car,0.94
detected_frames\frame_285439646728400.jpg,car,0.82
detected_frames\frame_285439752658300.jpg,car,0.94
detected_frames\frame_285439768080000.jpg,car,0.91
detected_frames\frame_285439784997800.jpg,car,0.84
detected_frames\frame_285439892070100.jpg,car,0.96
detected_frames\frame_285439914267200.jpg,car,0.95
detected_frames\frame_285439929759700.jpg,car,0.89
detected_frames\frame_285440026608400.jpg,car,0.93
detected_frames\frame_285440061991000.jpg,car,0.92
detected_frames\frame_285440083690600.jpg,car,0.91
detected_frames\frame_285440188411200.jpg,car,0.94
detected_frames\frame_285440209690000.jpg,car,0.83
detected_frames\frame_285440311886200.jpg,car,0.92
detected_frames\frame_285440328304900.jpg,car,0.88
detected_frames\frame_285440429452500.jpg,car,0.96
detected_frames\frame_285440447119300.jpg,car,0.83
detected_frames\frame_285440581534800.jpg,car,0.93
detected_frames\frame_285440599660500.jpg,car,0.88
detected_frames\frame_285440708809100.jpg,car,0.95
detected_frames\frame_285440730836700.jpg,car,0.89
detected_frames\frame_285440844294900.jpg,car,0.89
detected_frames\frame_285440866127200.jpg,car,0.78
detected_frames\frame_285440962482400.jpg,car,0.90
detected_frames\frame_285440978876600.jpg,car,0.88
detected_frames\frame_285441082783200.jpg,car,0.95
detected_frames\frame_285441100673100.jpg,car,0.85
detected_frames\frame_285441199268300.jpg,car,0.94
detected_frames\frame_285441221564000.jpg,car,0.92
detected_frames\frame_285441316480500.jpg,car,0.96
detected_frames\frame_285441338557200.jpg,car,0.85
detected_frames\frame_285441443346900.jpg,car,0.94
detected_frames\frame_285441458663200.jpg,car,0.93
detected_frames\frame_285441564890200.jpg,car,0.94
detected_frames\frame_285441580478400.jpg,car,0.92
detected_frames\frame_285441680073300.jpg,car,0.95
detected_frames\frame_285441702008000.jpg,car,0.38
detected_frames\frame_285441813101500.jpg,car,0.35
detected_frames\frame_285441913984600.jpg,car,0.45
detected_frames\frame_285442011661300.jpg,car,0.46
detected_frames\frame_285442116708900.jpg,car,0.57
detected_frames\frame_285442227412200.jpg,car,0.58
detected_frames\frame_285442242615000.jpg,car,0.29
detected_frames\frame_285442339506400.jpg,car,0.57
detected_frames\frame_285442359157200.jpg,car,0.36
detected_frames\frame_285442472458800.jpg,car,0.76
detected_frames\frame_285442491738500.jpg,car,0.43
detected_frames\frame_285442599628300.jpg,car,0.63
detected_frames\frame_285442614204300.jpg,car,0.55
detected_frames\frame_285442708982400.jpg,car,0.58
detected_frames\frame_285442723600000.jpg,car,0.51
detected_frames\frame_285442811840800.jpg,car,0.87
detected_frames\frame_285442825256200.jpg,car,0.79
detected_frames\frame_285442928642700.jpg,car,0.84
detected_frames\frame_285442942774900.jpg,car,0.75
detected_frames\frame_285443026420000.jpg,car,0.87
detected_frames\frame_285443041467200.jpg,car,0.83
detected_frames\frame_285443128043300.jpg,car,0.96
detected_frames\frame_285443148929800.jpg,car,0.84
detected_frames\frame_285443249417900.jpg,car,0.95
detected_frames\frame_285443268199200.jpg,car,0.88
detected_frames\frame_285443372424800.jpg,car,0.97
detected_frames\frame_285443393048600.jpg,car,0.89
detected_frames\frame_285443479301600.jpg,car,0.92
detected_frames\frame_285443495407300.jpg,car,0.90
detected_frames\frame_285443604267500.jpg,car,0.92
detected_frames\frame_285443624468100.jpg,car,0.90
detected_frames\frame_285443718598300.jpg,car,0.94
detected_frames\frame_285443739103700.jpg,car,0.93
detected_frames\frame_285443850202500.jpg,car,0.94
detected_frames\frame_285443870522700.jpg,car,0.92
detected_frames\frame_285443971794000.jpg,car,0.96
detected_frames\frame_285443990272800.jpg,car,0.93
detected_frames\frame_285444086029600.jpg,car,0.95
detected_frames\frame_285444107283400.jpg,car,0.94
detected_frames\frame_285444209656600.jpg,car,0.93
detected_frames\frame_285444229986400.jpg,car,0.91
detected_frames\frame_285444341980800.jpg,car,0.95
detected_frames\frame_285444362275800.jpg,car,0.89
detected_frames\frame_285444455003400.jpg,car,0.91
detected_frames\frame_285444469598700.jpg,car,0.81
detected_frames\frame_285444503000000.jpg,car,0.28
detected_frames\frame_285444596337000.jpg,car,0.90
detected_frames\frame_285444611155300.jpg,car,0.88
detected_frames\frame_285444704860200.jpg,car,0.89
detected_frames\frame_285444728821800.jpg,car,0.86
detected_frames\frame_285444824229100.jpg,car,0.91
detected_frames\frame_285444838408600.jpg,car,0.91
detected_frames\frame_285444852437400.jpg,car,0.27
detected_frames\frame_285444937311500.jpg,car,0.89
detected_frames\frame_285444958069100.jpg,car,0.88
detected_frames\frame_285444978489600.jpg,car,0.35
detected_frames\frame_285445061088800.jpg,car,0.91
detected_frames\frame_285445094728500.jpg,car,0.88
detected_frames\frame_285445111445200.jpg,car,0.49
detected_frames\frame_285445192275100.jpg,car,0.93
detected_frames\frame_285445206773000.jpg,car,0.93
detected_frames\frame_285445224098400.jpg,car,0.62
detected_frames\frame_285445319385500.jpg,car,0.91
detected_frames\frame_285445333498400.jpg,car,0.90
detected_frames\frame_285445347445400.jpg,car,0.71
detected_frames\frame_285445439420100.jpg,car,0.95
detected_frames\frame_285445460209100.jpg,car,0.91
detected_frames\frame_285445476790300.jpg,car,0.46
detected_frames\frame_285445570137400.jpg,car,0.92
detected_frames\frame_285445603160100.jpg,car,0.92
detected_frames\frame_285445617171400.jpg,car,0.65
detected_frames\frame_285445710758300.jpg,car,0.93
detected_frames\frame_285445731278400.jpg,car,0.91
detected_frames\frame_285445752300800.jpg,car,0.82
detected_frames\frame_285445850018300.jpg,car,0.96
detected_frames\frame_285445865388400.jpg,car,0.95
detected_frames\frame_285445884133900.jpg,car,0.73
detected_frames\frame_285445978860000.jpg,car,0.91
detected_frames\frame_285445993698700.jpg,car,0.91
detected_frames\frame_285446007650700.jpg,car,0.84
detected_frames\frame_285446098845500.jpg,car,0.95
detected_frames\frame_285446130521600.jpg,car,0.89
detected_frames\frame_285446148008800.jpg,car,0.88
detected_frames\frame_285446238120300.jpg,car,0.92
detected_frames\frame_285446258497200.jpg,car,0.86
detected_frames\frame_285446273991300.jpg,car,0.82
detected_frames\frame_285446364256700.jpg,car,0.97
detected_frames\frame_285446382907700.jpg,car,0.86
detected_frames\frame_285446481942600.jpg,car,0.94
detected_frames\frame_285446515369600.jpg,car,0.93
detected_frames\frame_285446603671700.jpg,car,0.93
detected_frames\frame_285446617078900.jpg,car,0.91
